"IndicatorCode","IndicatorName","VariableName","MeasurementName","CountryCode","Alpha3Code","CountryName","PeriodCode","Value",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2006","37403.8",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2007","39119.0",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2008","41474.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2009","40506.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2010","43044.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2011","44446.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2012","44761.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2013","46883.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2014","47880.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2015","48906.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2016","51814.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2017","55270.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2018","57231.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2019","60568.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2020","62700.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2021","70370.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2022","78255.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","208","DNK","Denmark","2023","77223.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2005","16587.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2006","19292.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2007","22164.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2008","22781.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2009","20460.0",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2010","21587.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2011","24610.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2012","26193.0",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2013","27784.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2014","29375.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2015","29760.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2016","31945.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2017","34553.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2018","37201.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2019","40650.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2020","40691.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2021","45092.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2022","49137.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","233","EST","Estonia","2023","49660.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2005","32047.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2006","34447.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2007","37844.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2008","40081.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2009","37968.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2010","38950.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2011","40845.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2012","40738.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2013","41325.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2014","41539.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2015","42250.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2016","44562.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2017","47235.0",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2018","49242.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2019","52276.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2020","53285.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2021","57345.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2022","62227.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","246","FIN","Finland","2023","64130.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2005","30536.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2006","32547.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2007","34196.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2008","35192.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2009","34809.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2010","36065.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2011","37675.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2012","37841.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2013","39772.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2014","40395.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2015","41049.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2016","42983.8",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2017","44527.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2018","46397.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2019","51119.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2020","49462.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2021","53878.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2022","57860.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","250","FRA","France","2023","61473.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2005","..",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2006","..",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2007","..",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2008","..",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2009","..",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2010","7711.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2011","8564.0",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2012","10059.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2013","10797.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2014","11770.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2015","12269.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2016","13065.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2017","13718.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2018","15022.0",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2019","16770.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2020","16791.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2021","18915.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2022","22442.8",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","268","GEO","Georgia","2023","25177.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2005","32763.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2006","35263.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2007","37496.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2008","39084.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2009","38216.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2010","40469.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2011","43398.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2012","44229.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2013","45888.8",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2014","47938.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2015","48545.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2016","51569.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2017","54110.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2018","56272.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2019","59270.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2020","58685.8",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2021","62950.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2022","67939.8",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","276","DEU","Germany","2023","70395.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2005","25003.8",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2006","28082.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2007","28896.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2008","30440.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2009","29947.8",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2010","27841.8",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2011","25692.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2012","24583.0",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2013","25730.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2014","26450.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2015","26607.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2016","27504.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2017","28681.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2018","29792.0",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2019","31927.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2020","29533.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2021","33352.8",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2022","38591.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","300","GRC","Greece","2023","41356.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2005","17091.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2006","18365.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2007","19090.0",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2008","20708.8",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2009","20680.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2010","21693.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2011","22992.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2012","23221.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2013","24591.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2014","25796.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2015","26937.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2016","28178.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2017","29728.0",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2018","32258.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2019","35627.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2020","35583.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2021","39213.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2022","43892.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","348","HUN","Hungary","2023","45989.0",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2005","37327.0",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2006","39697.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2007","41468.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2008","43730.0",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2009","41862.8",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2010","40190.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2011","41790.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2012","42834.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2013","45243.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2014","46853.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2015","50158.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2016","54477.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2017","56644.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2018","58342.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2019","62031.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2020","57404.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2021","63905.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2022","76015.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","352","ISL","Iceland","2023","81240.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","372","IRL","Ireland","2005","40465.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","372","IRL","Ireland","2006","44271.2",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","372","IRL","Ireland","2007","46770.9",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","372","IRL","Ireland","2008","44105.4",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","372","IRL","Ireland","2009","41435.3",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","372","IRL","Ireland","2010","43220.6",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","372","IRL","Ireland","2011","45541.1",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","372","IRL","Ireland","2012","46747.5",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","372","IRL","Ireland","2013","48878.7",
"12","GDP per capita in USD adjusted by purchasing power parities","Gross domestic product (GDP) per capita","Total USD adjusted by purchasing power parities","372","IRL","Ireland","2014","52700.5",
